price,highway-mpg,city-mpg,peak-rpm,horsepower,compression-ratio,engine-size,num-of-cylinders,curb-weight,height,width,length,wheel-base,normalized-losses,make_bmw,make_chevrolet,make_dodge,make_honda,make_jaguar,make_mazda,make_mercedes-benz,make_mitsubishi,make_nissan,make_peugot,make_plymouth,make_porsche,make_saab,make_subaru,make_toyota,make_volkswagen,make_volvo
9095.0,33,27,5800.0,86.0,9.0,110,4,2289,53.3,65.2,167.5,96.5,106.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
8845.0,33,27,5800.0,86.0,9.0,110,4,2304,54.1,65.2,175.4,96.5,85.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
10295.0,33,27,5800.0,86.0,9.0,110,4,2372,54.1,62.5,175.4,96.5,85.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
12945.0,28,24,5800.0,101.0,9.0,110,4,2465,54.1,65.2,175.4,96.5,85.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
10345.0,31,25,5500.0,100.0,9.1,110,4,2293,51.0,66.0,169.1,96.5,107.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
32250.0,19,15,4750.0,176.0,8.1,258,6,4066,52.8,69.6,199.6,113.0,145.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
5195.0,31,30,5000.0,68.0,9.0,91,4,1890,54.1,64.2,159.1,93.1,104.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
6095.0,38,31,5000.0,68.0,9.0,91,4,1900,54.1,64.2,159.1,93.1,104.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
6795.0,38,31,5000.0,68.0,9.0,91,4,1905,54.1,64.2,159.1,93.1,104.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
6695.0,38,31,5000.0,68.0,9.0,91,4,1945,54.1,64.2,166.8,93.1,113.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
7395.0,38,31,5000.0,68.0,9.0,91,4,1950,54.1,64.2,166.8,93.1,113.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
10945.0,23,17,6000.0,101.0,9.4,70,2,2380,49.6,65.7,169.0,95.3,150.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
11845.0,23,17,6000.0,101.0,9.4,70,2,2380,49.6,65.7,169.0,95.3,150.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
13645.0,23,17,6000.0,101.0,9.4,70,2,2385,49.6,65.7,169.0,95.3,150.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
15645.0,23,16,6000.0,135.0,9.4,80,2,2500,49.6,65.7,169.0,95.3,150.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
8845.0,32,26,4800.0,84.0,8.6,122,4,2385,53.7,66.5,177.8,98.8,129.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
8495.0,32,26,4800.0,84.0,8.6,122,4,2410,55.5,66.5,177.8,98.8,115.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
10595.0,32,26,4800.0,84.0,8.6,122,4,2385,53.7,66.5,177.8,98.8,129.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
10245.0,32,26,4800.0,84.0,8.6,122,4,2410,55.5,66.5,177.8,98.8,115.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
11245.0,32,26,4800.0,84.0,8.6,122,4,2425,55.5,66.5,177.8,98.8,115.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
18280.0,27,19,5000.0,120.0,8.0,140,4,2670,54.4,66.1,175.0,104.9,118.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
25552.0,25,22,4350.0,123.0,21.5,183,5,3515,56.5,70.3,190.9,110.0,93.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
28248.0,25,22,4350.0,123.0,21.5,183,5,3750,58.7,70.3,190.9,110.0,93.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
28176.0,25,22,4350.0,123.0,21.5,183,5,3495,54.9,70.3,187.5,106.7,93.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
31600.0,25,22,4350.0,123.0,21.5,183,5,3770,56.3,71.7,202.6,115.6,93.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
35056.0,18,16,4750.0,155.0,8.3,234,8,3685,50.8,70.5,180.3,96.6,142.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
5389.0,41,37,5500.0,68.0,9.4,92,4,1918,50.8,64.4,157.3,93.7,161.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
6189.0,38,31,5500.0,68.0,9.4,92,4,1944,50.8,64.4,157.3,93.7,161.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
6669.0,38,31,5500.0,68.0,9.4,92,4,2004,50.8,64.4,157.3,93.7,161.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7689.0,30,24,5500.0,102.0,7.6,98,4,2145,50.8,63.8,157.3,93.0,161.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
9959.0,30,23,5500.0,116.0,7.5,110,4,2370,49.4,65.4,173.0,96.3,153.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
8499.0,32,25,5000.0,88.0,8.5,122,4,2328,49.4,65.4,173.0,96.3,153.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
6989.0,32,25,5000.0,88.0,8.5,122,4,2365,51.6,65.4,172.4,96.3,125.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
8189.0,32,25,5000.0,88.0,8.5,122,4,2405,51.6,65.4,172.4,96.3,125.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
9279.0,30,23,5500.0,116.0,7.5,110,4,2403,51.6,65.4,172.4,96.3,125.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
9279.0,30,23,5500.0,116.0,7.5,110,4,2403,51.6,65.4,172.4,96.3,137.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5499.0,37,31,5200.0,69.0,9.4,97,4,1889,54.5,63.8,165.3,94.5,128.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
7099.0,50,45,4800.0,55.0,21.9,103,4,2017,54.5,63.8,165.3,94.5,128.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
6649.0,37,31,5200.0,69.0,9.4,97,4,1918,54.5,63.8,165.3,94.5,128.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
6849.0,37,31,5200.0,69.0,9.4,97,4,1938,54.5,63.8,165.3,94.5,122.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
7349.0,37,31,5200.0,69.0,9.4,97,4,2024,53.5,63.8,170.2,94.5,103.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
7299.0,37,31,5200.0,69.0,9.4,97,4,1951,54.5,63.8,165.3,94.5,128.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
7799.0,37,31,5200.0,69.0,9.4,97,4,2028,53.3,63.8,165.6,94.5,128.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
7499.0,37,31,5200.0,69.0,9.4,97,4,1971,54.5,63.8,165.3,94.5,122.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
7999.0,37,31,5200.0,69.0,9.4,97,4,2037,53.5,63.8,170.2,94.5,103.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
8249.0,37,31,5200.0,69.0,9.4,97,4,2008,53.3,63.8,162.4,95.1,168.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
8949.0,34,27,5200.0,97.0,8.5,120,4,2324,54.7,65.2,173.4,97.2,106.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9549.0,34,27,5200.0,97.0,8.5,120,4,2302,54.7,65.2,173.4,97.2,106.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
13499.0,22,17,5200.0,152.0,9.0,181,6,3095,55.1,66.5,181.7,100.4,128.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
14399.0,22,17,5200.0,152.0,9.0,181,6,3296,56.1,66.5,184.6,100.4,108.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
13499.0,25,19,5200.0,152.0,9.0,181,6,3060,55.1,66.5,184.6,100.4,108.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
17199.0,25,19,5200.0,160.0,9.0,181,6,3071,49.7,67.9,170.7,91.3,194.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
19699.0,23,17,5200.0,200.0,7.8,181,6,3139,49.7,67.9,170.7,91.3,194.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
18399.0,25,19,5200.0,160.0,9.0,181,6,3139,49.7,67.9,178.5,99.2,231.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
11900.0,24,19,5000.0,97.0,8.4,120,4,3020,56.7,68.4,186.7,107.9,161.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
13200.0,33,28,4150.0,95.0,21.0,152,4,3197,56.7,68.4,186.7,107.9,161.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
15580.0,24,19,5000.0,95.0,8.4,120,4,3075,56.7,68.4,186.7,107.9,161.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
16900.0,33,28,4150.0,95.0,21.0,152,4,3252,56.7,68.4,186.7,107.9,161.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
16630.0,24,19,5000.0,97.0,8.4,120,4,3075,56.7,68.4,186.7,107.9,161.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
17950.0,33,28,4150.0,95.0,21.0,152,4,3252,56.7,68.4,186.7,107.9,161.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
18150.0,24,18,5600.0,142.0,7.0,134,4,3130,56.0,68.3,186.7,108.0,161.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
5572.0,41,37,5500.0,68.0,9.4,90,4,1918,50.8,63.8,157.3,93.7,119.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7957.0,30,24,5500.0,102.0,7.6,98,4,2128,50.8,63.8,157.3,93.7,119.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6229.0,38,31,5500.0,68.0,9.4,90,4,1967,50.6,63.8,157.3,93.7,154.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6692.0,38,31,5500.0,68.0,9.4,90,4,1989,50.8,63.8,167.3,93.7,154.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7609.0,38,31,5500.0,68.0,9.4,98,4,2191,50.8,63.8,167.3,93.7,154.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
8921.0,30,24,5000.0,88.0,8.5,122,4,2535,59.8,64.6,174.6,103.3,74.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
22018.0,27,19,5500.0,143.0,9.5,151,4,2778,50.2,68.3,168.9,94.5,186.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
11850.0,28,21,5250.0,110.0,9.31,121,4,2658,56.1,66.5,186.6,99.1,150.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
12170.0,28,21,5250.0,110.0,9.3,121,4,2695,56.1,66.5,186.6,99.1,104.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
15040.0,28,21,5250.0,110.0,9.3,121,4,2707,56.1,66.5,186.6,99.1,150.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
15510.0,28,21,5250.0,110.0,9.3,121,4,2758,56.1,66.5,186.6,99.1,104.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
18150.0,26,19,5500.0,160.0,9.0,121,4,2808,56.1,66.5,186.6,99.1,150.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
18620.0,26,19,5500.0,160.0,9.0,121,4,2847,56.1,66.5,186.6,99.1,104.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
5118.0,36,31,4900.0,69.0,9.0,97,4,2050,53.7,63.4,156.9,93.7,83.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7053.0,31,26,4400.0,73.0,8.7,108,4,2120,53.7,63.6,157.9,93.7,83.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7603.0,31,26,4400.0,73.0,8.7,108,4,2240,55.7,63.8,157.3,93.3,83.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7126.0,37,32,4800.0,82.0,9.5,108,4,2145,52.5,65.4,172.0,97.2,102.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7775.0,33,28,4400.0,82.0,9.5,108,4,2190,52.5,65.4,172.0,97.2,102.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
9960.0,32,26,5200.0,94.0,9.0,108,4,2340,52.5,65.4,172.0,97.2,102.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
9233.0,25,24,4800.0,82.0,9.0,108,4,2385,54.3,65.4,172.0,97.0,102.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
11259.0,29,24,4800.0,111.0,7.7,108,4,2510,54.3,65.4,172.0,97.0,102.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7463.0,32,28,4800.0,82.0,9.0,108,4,2290,53.0,65.4,173.5,97.0,89.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
10198.0,31,25,5200.0,94.0,9.0,108,4,2455,53.0,65.4,173.5,97.0,89.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
8013.0,29,23,4800.0,82.0,9.0,108,4,2420,54.9,65.4,173.6,96.9,85.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
11694.0,23,23,4800.0,111.0,7.7,108,4,2650,54.9,65.4,173.6,96.9,85.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
5348.0,39,35,4800.0,62.0,9.0,92,4,1985,54.5,63.6,158.7,95.7,87.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
6338.0,38,31,4800.0,62.0,9.0,92,4,2040,54.5,63.6,158.7,95.7,87.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
6488.0,38,31,4800.0,62.0,9.0,92,4,2015,54.5,63.6,158.7,95.7,74.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
6918.0,37,31,4800.0,62.0,9.0,92,4,2280,59.1,63.6,169.7,95.7,77.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
7898.0,32,27,4800.0,62.0,9.0,92,4,2290,59.1,63.6,169.7,95.7,81.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
8778.0,32,27,4800.0,62.0,9.0,92,4,3110,59.1,63.6,169.7,95.7,91.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
6938.0,37,30,4800.0,70.0,9.0,98,4,2081,53.0,64.4,166.3,95.7,91.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
7198.0,37,30,4800.0,70.0,9.0,98,4,2109,52.8,64.4,166.3,95.7,91.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
7898.0,36,34,4500.0,56.0,22.5,110,4,2275,53.0,64.4,166.3,95.7,91.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
7788.0,47,38,4500.0,56.0,22.5,110,4,2275,52.8,64.4,166.3,95.7,91.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
7738.0,47,38,4800.0,70.0,9.0,98,4,2094,53.0,64.4,166.3,95.7,91.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
8358.0,34,28,4800.0,70.0,9.0,98,4,2122,52.8,64.4,166.3,95.7,91.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
9258.0,34,28,4800.0,70.0,9.0,98,4,2140,52.8,64.4,166.3,95.7,91.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
8058.0,34,29,4800.0,70.0,9.0,98,4,2169,52.6,64.0,168.7,94.5,168.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
8238.0,34,29,4800.0,70.0,9.0,98,4,2204,52.6,64.0,168.7,94.5,168.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
9298.0,29,26,6600.0,112.0,9.4,98,4,2265,52.6,64.0,168.7,94.5,168.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
9538.0,29,26,6600.0,112.0,9.4,98,4,2300,52.6,64.0,168.7,94.5,168.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
8449.0,30,24,4800.0,116.0,9.3,146,4,2540,52.0,65.6,176.2,98.4,134.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
9639.0,30,24,4800.0,116.0,9.3,146,4,2536,52.0,65.6,176.2,98.4,134.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
9989.0,30,24,4800.0,116.0,9.3,146,4,2551,52.0,65.6,176.2,98.4,134.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
11199.0,30,24,4800.0,116.0,9.3,146,4,2679,52.0,65.6,176.2,98.4,134.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
11549.0,30,24,4800.0,116.0,9.3,146,4,2714,52.0,65.6,176.2,98.4,134.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
17669.0,30,24,4800.0,116.0,9.3,146,4,2975,53.0,65.6,176.2,98.4,134.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
8948.0,34,29,4200.0,92.0,8.7,122,4,2326,54.9,66.5,175.6,102.4,65.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
10698.0,33,30,4500.0,73.0,22.5,110,4,2480,54.9,66.5,175.6,102.4,65.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
9988.0,32,27,4200.0,92.0,8.7,122,4,2414,53.9,66.5,175.6,102.4,65.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
10898.0,32,27,4200.0,92.0,8.7,122,4,2414,54.9,66.5,175.6,102.4,65.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
11248.0,32,27,4200.0,92.0,8.7,122,4,2458,53.9,66.5,175.6,102.4,65.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
16558.0,24,20,5200.0,161.0,9.3,171,6,2976,52.0,67.7,183.5,102.9,197.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
15998.0,24,19,5200.0,161.0,9.3,171,6,3016,52.0,67.7,183.5,102.9,197.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
15690.0,24,20,5200.0,156.0,9.2,171,6,3131,54.1,66.5,187.8,104.5,90.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
7775.0,46,37,4800.0,52.0,23.0,97,4,2261,55.7,65.5,171.7,97.3,122.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
7975.0,34,27,5250.0,85.0,9.0,109,4,2209,55.7,65.5,171.7,97.3,122.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
7995.0,46,37,4800.0,52.0,23.0,97,4,2264,55.7,65.5,171.7,97.3,94.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
8195.0,34,27,5250.0,85.0,9.0,109,4,2212,55.7,65.5,171.7,97.3,94.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
8495.0,34,27,5250.0,85.0,9.0,109,4,2275,55.7,65.5,171.7,97.3,94.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
9495.0,42,37,4500.0,68.0,23.0,97,4,2319,55.7,65.5,171.7,97.3,94.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
9995.0,32,26,5500.0,100.0,10.0,109,4,2300,55.7,65.5,171.7,97.3,94.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
9980.0,29,24,5500.0,90.0,8.5,109,4,2221,51.4,64.0,165.7,94.5,256.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
12940.0,28,23,5400.0,114.0,9.5,141,4,2912,56.2,67.2,188.8,104.3,103.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
13415.0,28,23,5400.0,114.0,9.5,141,4,3034,57.5,67.2,188.8,104.3,74.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
15985.0,28,24,5400.0,114.0,9.5,141,4,2935,56.2,67.2,188.8,104.3,103.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
16515.0,28,24,5400.0,114.0,9.5,141,4,3042,57.5,67.2,188.8,104.3,74.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
18420.0,22,17,5100.0,162.0,7.5,130,4,3045,56.2,67.2,188.8,104.3,103.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
18950.0,22,17,5100.0,162.0,7.5,130,4,3157,57.5,67.2,188.8,104.3,74.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
16845.0,28,23,5400.0,114.0,9.5,141,4,2952,55.5,68.9,188.8,109.1,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
19045.0,25,19,5300.0,160.0,8.7,141,4,3049,55.5,68.8,188.8,109.1,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
21485.0,23,18,5500.0,134.0,8.8,173,6,3012,55.5,68.9,188.8,109.1,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
22470.0,27,26,4800.0,106.0,23.0,145,6,3217,55.5,68.9,188.8,109.1,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
22625.0,25,19,5400.0,114.0,9.5,141,4,3062,55.5,68.9,188.8,109.1,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
